Farm_ID,Crop,Soil_Type,Season,Irrigation_Type,Nitrogen,Phosphorus,Potassium,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,Soil_Moisture_%,Farm_Area_ha,Water_Availability_L,Water_Requirement_mm,Yield_ton_per_ha,Water_Efficiency
3680,Rice,Alluvial,Kharif,Flood,90,56,36,6.68,33.0,82.96,1499.25,76.13,102.34,315181833.1,1434.15,4.25,0.00296
3681,Rice,Loamy,Kharif,Furrow,95,55,54,5.68,24.17,76.64,651.5,61.06,823.05,5926931358.55,1376.44,5.11,0.00371
3682,Wheat,Alluvial,Rabi,Sprinkler,105,53,44,7.3,12.54,40.48,103.65,47.83,8.53,91112461.56,590.06,4.84,0.0082
3683,Tomato,Alluvial,Rabi,Furrow,55,55,70,6.69,25.07,51.18,404.24,52.91,0.68,8525221.93,532.3,57.78,0.10855
3684,Cotton,Black,Kharif,Drip,71,61,65,6.91,29.03,57.85,862.53,35.47,0.46,3256397.39,854.17,2.92,0.00342
3685,Wheat,Loamy,Rabi,Sprinkler,107,59,63,6.42,12.43,69.42,58.75,54.41,6.49,62036767.5,473.02,2.58,0.00545
3686,Sugarcane,Clay,Kharif,Furrow,100,85,83,7.49,29.68,79.98,1589.36,71.69,16.09,51640381.78,1649.67,60.95,0.03695
3687,Rice,Clay,Kharif,Furrow,134,50,42,6.03,28.81,72.77,655.14,69.43,1.44,6963980.33,1313.35,5.49,0.00418
3688,Cotton,Loamy,Kharif,Furrow,113,63,78,7.78,22.84,64.72,824.38,48.48,8.59,23334404.4,689.83,2.28,0.00331
3689,Cotton,Black,Kharif,Drip,95,30,55,5.91,27.03,67.12,778.34,45.7,3.41,27772123.32,757.97,2.12,0.0028
3690,Rice,Alluvial,Kharif,Flood,82,46,63,6.29,33.9,85.7,696.98,79.97,599.07,6313200787.5,1326.52,3.19,0.0024
3691,Sugarcane,Loamy,Zaid,Drip,150,42,90,6.17,28.24,93.32,1294.36,80.83,5.81,36607195.06,2045.37,80.95,0.03958
3692,Tomato,Alluvial,Rabi,Furrow,92,50,81,6.04,25.51,69.93,571.55,58.62,440.44,4069712884.12,587.46,47.7,0.0812
3693,Cotton,Loamy,Kharif,Furrow,85,48,77,6.5,31.66,60.98,967.43,35.26,7.66,94223676.93,1088.99,2.47,0.00227
3694,Sugarcane,Black,Zaid,Drip,92,45,65,6.59,22.4,65.06,1364.76,84.99,6.39,68982186.95,2395.98,65.39,0.02729
3695,Tomato,Loamy,Kharif,Drip,107,71,89,6.44,24.79,78.11,511.23,38.56,46.08,271717549.0,379.57,46.53,0.12259
3696,Cotton,Alluvial,Kharif,Sprinkler,71,43,59,6.79,26.21,52.44,884.25,58.63,2.36,28691007.38,980.88,3.17,0.00323
3697,Wheat,Alluvial,Rabi,Sprinkler,88,61,30,6.73,14.01,51.21,106.75,32.98,2.13,19626013.53,602.89,3.95,0.00655
3698,Maize,Alluvial,Kharif,Furrow,78,38,40,7.16,24.18,75.43,769.59,63.61,0.53,7658278.44,667.63,5.18,0.00776
3699,Rice,Loamy,Kharif,Flood,82,53,40,6.01,33.89,72.12,917.88,76.56,0.87,5290898.19,1667.72,3.35,0.00201
3700,Cotton,Loamy,Kharif,Drip,85,30,67,7.27,30.58,61.52,890.62,36.87,40.22,114147593.99,814.12,3.27,0.00402
3701,Groundnut,Sandy,Rabi,Sprinkler,63,52,32,6.02,24.15,55.17,440.33,38.91,3.36,21248880.36,568.24,1.86,0.00327
3702,Tomato,Alluvial,Rabi,Sprinkler,94,41,53,5.73,19.16,72.49,337.5,61.84,2.09,8505344.25,561.1,43.88,0.0782
3703,Tomato,Loamy,Rabi,Sprinkler,68,39,90,6.96,26.3,57.07,271.71,36.8,2.14,7394155.45,635.37,52.29,0.0823
3704,Tomato,Red,Rabi,Furrow,96,43,58,5.84,19.64,77.81,567.97,49.8,4.09,14507469.25,403.28,44.52,0.11039
3705,Millet,Sandy,Kharif,Drip,75,23,54,6.39,29.91,51.1,429.93,23.75,7.97,111684780.55,333.94,3.34,0.01
3706,Tomato,Loamy,Rabi,Furrow,51,53,67,6.35,20.45,57.22,371.9,48.5,3.09,31749013.15,556.01,46.54,0.0837
3707,Cotton,Loamy,Kharif,Sprinkler,62,37,44,7.76,24.68,59.75,971.16,38.55,53.69,184164480.89,1037.92,2.81,0.00271
3708,Groundnut,Loamy,Kharif,Sprinkler,34,58,46,5.71,26.95,54.23,439.29,31.79,6.45,70628556.48,589.44,1.78,0.00302
3709,Maize,Alluvial,Rabi,Furrow,126,37,61,6.48,27.56,51.7,493.16,53.14,617.08,6506313554.08,790.4,6.91,0.00874
3710,Groundnut,Loamy,Kharif,Drip,62,28,41,5.88,31.12,64.94,507.37,51.0,8.74,50278829.78,581.81,3.13,0.00538
3711,Sugarcane,Black,Zaid,Drip,101,58,98,6.46,27.84,87.15,1326.63,88.17,8.66,124930963.73,2300.81,101.18,0.04398
3712,Groundnut,Laterite,Kharif,Sprinkler,56,53,66,6.6,25.2,70.4,429.65,42.94,52.47,460450600.8,499.26,2.86,0.00573
3713,Maize,Alluvial,Rabi,Drip,113,36,58,6.16,31.66,51.81,764.2,41.8,683.07,6731347343.16,677.29,3.53,0.00521
3714,Wheat,Alluvial,Rabi,Flood,63,32,32,6.41,12.69,52.1,225.33,41.36,9.89,66548340.44,458.34,4.96,0.01082
3715,Tomato,Red,Kharif,Furrow,77,71,57,6.57,18.4,59.64,432.09,64.73,5.59,60593693.92,607.88,37.34,0.06143
3716,Cotton,Alluvial,Kharif,Furrow,92,64,36,6.28,30.2,71.35,610.26,62.71,9.44,26347521.07,1045.93,3.29,0.00315
3717,Maize,Red,Rabi,Sprinkler,122,54,58,6.45,31.78,72.45,679.68,52.81,0.77,7610419.45,795.18,4.92,0.00619
3718,Cotton,Black,Kharif,Drip,73,38,67,6.7,32.33,47.39,623.72,43.5,7.08,88097610.8,964.88,3.36,0.00348
3719,Wheat,Loamy,Rabi,Flood,104,36,57,6.67,18.3,48.64,98.82,30.79,4.78,33886190.47,637.83,3.92,0.00615
3720,Rice,Alluvial,Kharif,Furrow,107,48,52,5.85,30.0,70.72,1086.12,79.47,239.53,1472499063.86,1576.18,7.22,0.00458
3721,Sugarcane,Clay,Zaid,Flood,102,58,81,6.76,34.84,81.73,1119.09,77.6,2.51,24358613.18,2033.25,104.62,0.05145
3722,Rice,Clay,Kharif,Drip,108,55,44,6.18,28.29,86.14,1236.83,79.8,7.67,42677833.31,1667.14,6.08,0.00365
3723,Tomato,Alluvial,Zaid,Sprinkler,68,39,75,5.98,20.74,69.42,361.05,39.98,0.61,9048966.81,568.14,47.48,0.08357
3724,Wheat,Loamy,Rabi,Drip,120,49,70,6.7,23.81,63.47,216.9,33.68,7.53,92611686.42,513.77,5.14,0.01
3725,Millet,Loamy,Zaid,Drip,60,32,39,5.79,27.6,64.73,369.24,39.23,3.61,45563632.01,225.0,3.17,0.01409
3726,Groundnut,Loamy,Kharif,Rainfed,60,37,72,6.48,28.57,66.25,418.85,50.6,6.26,84911327.97,504.22,3.3,0.00654
3727,Wheat,Clay,Rabi,Drip,95,42,46,7.41,14.05,54.78,120.62,34.61,7.99,86575407.81,576.43,3.08,0.00534
3728,Millet,Red,Kharif,Rainfed,54,26,62,6.23,25.22,55.39,356.28,34.5,6.0,73756923.91,403.04,2.7,0.0067
3729,Wheat,Alluvial,Rabi,Flood,113,50,40,6.75,22.71,57.46,99.49,46.9,8.09,47564632.9,625.42,4.84,0.00774
3730,Maize,Alluvial,Kharif,Furrow,104,34,51,6.24,27.41,75.87,366.88,60.89,97.24,408782542.57,620.75,5.56,0.00896
3731,Tomato,Alluvial,Zaid,Furrow,83,47,81,6.69,26.8,61.91,390.28,62.48,1.33,3573554.99,621.41,77.87,0.12531
3732,Groundnut,Sandy,Kharif,Drip,32,45,51,6.83,30.45,55.12,364.44,45.73,5.7,75781420.58,573.22,2.59,0.00452
3733,Groundnut,Sandy,Kharif,Drip,31,48,62,6.35,26.66,54.06,611.68,56.05,9.82,55569494.37,591.42,3.15,0.00533
3734,Rice,Loamy,Kharif,Drip,89,54,70,5.57,24.61,84.48,1406.69,82.6,6.28,45545390.53,1477.67,2.9,0.00196
3735,Tomato,Loamy,Kharif,Sprinkler,58,69,64,6.94,28.13,53.11,248.81,57.11,3.04,28232940.57,688.61,50.92,0.07395
3736,Tomato,Loamy,Rabi,Drip,110,43,79,6.53,28.4,79.73,525.01,59.19,63.73,656237571.99,550.93,51.02,0.09261
3737,Sugarcane,Alluvial,Zaid,Furrow,121,48,64,6.68,29.51,92.03,798.26,88.66,280.58,2879489705.01,1470.31,74.57,0.05072
3738,Millet,Red,Kharif,Sprinkler,74,21,47,6.53,34.93,41.32,231.46,40.1,3.09,9297037.79,348.15,1.99,0.00572
3739,Groundnut,Sandy,Rabi,Sprinkler,50,36,33,6.9,30.85,54.43,561.9,43.26,6.7,91373125.03,456.27,2.74,0.00601
3740,Tomato,Red,Rabi,Furrow,94,65,82,5.66,25.52,56.19,407.9,45.76,1.4,5856102.4,658.46,44.18,0.0671
3741,Cotton,Loamy,Kharif,Sprinkler,91,25,50,7.62,32.92,67.31,735.67,61.68,31.55,87385691.91,961.67,2.69,0.0028
3742,Sugarcane,Alluvial,Zaid,Flood,158,80,109,7.4,26.44,76.94,1587.63,68.02,7.72,23518066.69,1992.41,76.78,0.03854
3743,Sugarcane,Loamy,Zaid,Drip,142,68,86,6.31,24.67,77.22,1022.39,63.06,5.71,43467912.51,1856.33,84.75,0.04565
3744,Tomato,Red,Zaid,Drip,74,53,82,5.72,26.53,67.4,222.4,46.26,1.36,13285905.08,562.78,52.5,0.09329
3745,Tomato,Laterite,Zaid,Drip,72,63,76,6.76,23.0,62.99,559.38,53.16,0.52,5499426.27,574.36,48.37,0.08422
3746,Cotton,Alluvial,Kharif,Furrow,120,26,77,7.41,26.4,51.03,777.67,35.64,765.28,5701471577.06,1122.03,1.9,0.00169
3747,Millet,Loamy,Zaid,Drip,65,49,27,6.63,27.53,55.86,155.77,42.86,1.81,21957311.89,241.34,1.67,0.00692
3748,Cotton,Loamy,Kharif,Sprinkler,86,57,48,7.01,30.73,51.3,600.25,45.13,2.72,12932638.88,977.05,3.03,0.0031
3749,Cotton,Alluvial,Kharif,Sprinkler,72,54,80,7.19,29.56,53.72,589.2,37.33,293.73,2995730549.2,1152.37,3.11,0.0027
3750,Sugarcane,Clay,Zaid,Furrow,160,78,109,7.02,29.38,85.27,897.8,71.66,3.29,16013922.07,2037.12,96.74,0.04749
3751,Rice,Clay,Kharif,Drip,120,63,61,5.92,24.43,73.08,1023.64,69.88,3.46,46489665.77,1761.17,3.62,0.00206
3752,Groundnut,Sandy,Kharif,Sprinkler,43,46,43,6.84,30.36,66.51,585.61,55.54,20.79,217931487.65,418.9,1.95,0.00466
3753,Tomato,Red,Rabi,Drip,52,69,43,6.97,20.68,62.24,306.61,63.06,6.98,17484705.09,608.32,31.79,0.05226
3754,Groundnut,Red,Rabi,Rainfed,47,38,33,7.01,24.79,71.21,381.24,32.32,18.5,64857047.74,602.84,2.74,0.00455
3755,Cotton,Alluvial,Kharif,Sprinkler,63,50,31,7.68,23.58,60.88,913.4,39.64,2.71,15681874.93,675.46,2.14,0.00317
3756,Groundnut,Sandy,Rabi,Sprinkler,41,44,62,6.2,25.8,70.31,512.37,59.56,47.26,201328299.09,523.6,2.67,0.0051
3757,Tomato,Red,Zaid,Drip,82,52,47,5.78,28.39,52.4,512.48,63.32,5.93,78971511.85,715.0,46.39,0.06488
3758,Maize,Red,Kharif,Sprinkler,129,50,43,6.28,26.08,73.39,396.08,62.27,690.82,8046006422.67,612.59,5.05,0.00824
3759,Wheat,Clay,Rabi,Furrow,105,33,50,7.43,14.09,41.59,198.27,43.63,9.31,46610515.49,513.12,4.41,0.00859
3760,Wheat,Loamy,Rabi,Furrow,88,46,65,6.87,18.62,58.16,132.71,38.7,66.26,673588343.88,528.35,4.11,0.00778
3761,Wheat,Alluvial,Rabi,Sprinkler,80,61,60,6.15,10.84,41.0,55.51,44.91,4.93,12684387.16,464.05,2.51,0.00541
3762,Maize,Alluvial,Rabi,Sprinkler,118,49,60,6.29,20.95,78.04,502.86,52.88,7.16,32619574.18,611.45,4.47,0.00731
3763,Maize,Alluvial,Kharif,Drip,103,52,45,7.2,25.96,76.47,402.31,56.69,6.61,56820152.83,492.57,5.54,0.01125
3764,Tomato,Alluvial,Rabi,Sprinkler,98,46,87,6.2,24.74,60.83,470.6,38.1,31.17,422763233.89,635.46,43.75,0.06885
3765,Rice,Loamy,Kharif,Drip,84,37,62,6.75,26.56,92.83,808.17,70.78,7.61,55055139.24,1183.93,5.53,0.00467
3766,Groundnut,Red,Rabi,Drip,35,48,62,7.06,29.85,73.7,680.31,33.41,7.48,93487640.1,451.25,2.09,0.00463
3767,Millet,Red,Zaid,Drip,56,38,55,6.19,32.63,48.97,405.88,39.65,92.52,972016956.15,286.46,1.68,0.00586
3768,Rice,Clay,Kharif,Flood,110,56,66,6.44,29.83,87.35,773.29,87.92,1.57,12969314.09,1736.56,4.51,0.0026
3769,Tomato,Loamy,Zaid,Furrow,73,44,41,5.6,18.19,66.17,277.39,47.06,13.89,57619914.52,483.99,63.17,0.13052
3770,Groundnut,Sandy,Kharif,Sprinkler,31,58,42,5.7,23.1,52.45,405.33,34.67,3.9,30082592.22,465.07,2.83,0.00609
3771,Millet,Sandy,Zaid,Drip,51,35,33,7.33,28.54,34.27,335.7,27.04,8.13,37466826.76,332.54,2.3,0.00692
3772,Sugarcane,Alluvial,Kharif,Flood,151,58,91,7.24,26.33,92.88,948.03,89.89,6.28,76862345.18,1883.86,82.47,0.04378
3773,Wheat,Alluvial,Rabi,Sprinkler,97,36,65,6.28,17.97,61.36,111.58,36.58,6.73,31273680.47,558.0,4.58,0.00821
3774,Millet,Sandy,Kharif,Drip,43,43,63,6.95,26.91,40.14,405.92,33.93,9.13,41129102.88,422.04,2.81,0.00666
3775,Groundnut,Sandy,Rabi,Sprinkler,36,55,64,6.98,26.2,57.69,694.42,50.64,6.51,33314168.05,586.34,2.56,0.00437
3776,Tomato,Alluvial,Kharif,Drip,101,51,80,5.94,29.64,50.38,511.61,44.51,32.67,217522229.61,683.45,46.43,0.06793
3777,Sugarcane,Alluvial,Kharif,Drip,101,81,100,7.15,23.81,81.15,811.16,62.25,0.26,1581918.0,1835.08,53.98,0.02942
3778,Groundnut,Sandy,Rabi,Drip,62,38,37,5.78,24.33,67.81,416.76,39.64,8.63,111567322.94,497.1,1.59,0.0032
3779,Groundnut,Sandy,Rabi,Drip,30,30,62,6.32,25.87,60.4,478.29,42.72,5.78,86272402.39,615.4,1.73,0.00281
3780,Tomato,Alluvial,Zaid,Furrow,75,70,52,6.35,22.32,76.33,574.08,44.75,7.57,23759640.37,392.37,57.03,0.14535
3781,Groundnut,Loamy,Kharif,Sprinkler,66,42,75,6.01,23.72,52.78,625.22,42.09,8.64,113760973.17,525.19,3.2,0.00609
3782,Sugarcane,Alluvial,Kharif,Drip,94,50,107,6.67,31.78,77.09,1253.16,80.09,1.37,15074505.14,2192.17,74.44,0.03396
3783,Millet,Loamy,Zaid,Rainfed,83,15,25,6.45,32.17,32.63,336.07,39.07,1.59,16194184.16,305.75,2.75,0.00899
3784,Rice,Clay,Kharif,Drip,113,64,53,6.11,28.81,78.36,857.33,67.97,3.87,45602789.87,1530.13,5.62,0.00367
3785,Tomato,Laterite,Zaid,Sprinkler,94,54,55,5.74,27.8,76.23,565.17,60.75,6.56,67258096.17,457.1,67.29,0.14721
3786,Maize,Black,Kharif,Rainfed,90,36,70,6.35,22.56,73.64,653.65,46.51,5.6,75191066.19,645.87,4.28,0.00663
3787,Rice,Clay,Kharif,Flood,116,36,59,6.65,31.72,92.86,675.23,72.76,8.15,23956068.37,1466.88,4.69,0.0032
3788,Groundnut,Sandy,Kharif,Sprinkler,25,46,34,6.74,30.31,57.95,549.15,46.42,8.24,49822289.98,623.71,1.87,0.003
3789,Groundnut,Laterite,Rabi,Sprinkler,55,31,64,6.94,30.38,61.66,634.03,47.75,4.21,23275862.79,509.8,2.13,0.00418
3790,Groundnut,Sandy,Kharif,Sprinkler,52,47,39,5.74,28.9,63.16,473.26,57.24,3.37,44939338.83,477.57,3.15,0.0066
3791,Wheat,Loamy,Rabi,Drip,71,44,41,6.2,20.74,66.37,132.22,56.25,0.99,10378679.14,552.51,4.81,0.00871
3792,Maize,Loamy,Rabi,Sprinkler,99,58,41,6.19,28.32,67.76,774.73,63.53,6.67,47041225.18,510.13,3.63,0.00712
3793,Rice,Alluvial,Kharif,Flood,94,61,64,6.21,32.6,92.22,1405.95,82.86,7.1,51044526.98,1373.17,5.31,0.00387
3794,Tomato,Red,Kharif,Drip,93,59,45,6.58,27.53,77.4,474.05,37.87,7.65,108275303.21,520.85,70.57,0.13549
3795,Cotton,Loamy,Kharif,Drip,105,34,38,6.24,25.63,51.69,755.96,35.02,2.89,20011561.81,780.06,1.88,0.00241
3796,Sugarcane,Clay,Zaid,Flood,130,79,57,7.66,22.66,70.18,1452.24,73.91,8.97,68495282.6,1714.18,79.74,0.04652
3797,Rice,Clay,Kharif,Drip,120,46,62,6.11,30.95,84.61,770.29,77.18,5.04,55983587.44,1468.28,4.65,0.00317
3798,Millet,Sandy,Kharif,Drip,59,42,22,6.03,28.46,55.64,268.89,29.46,70.33,358166488.99,376.33,3.05,0.0081
3799,Millet,Sandy,Zaid,Rainfed,48,25,51,6.78,25.13,33.43,162.34,35.16,42.07,375891613.88,318.91,2.62,0.00822
3800,Rice,Alluvial,Kharif,Drip,122,35,42,6.49,29.07,94.69,1116.81,68.59,7.3,34277941.15,1434.19,4.22,0.00294
3801,Maize,Alluvial,Kharif,Drip,72,63,33,6.48,28.49,54.01,379.48,64.42,8.4,36505066.63,780.83,4.44,0.00569
3802,Sugarcane,Loamy,Kharif,Flood,92,55,108,6.68,31.49,86.92,882.61,81.65,2.11,6222066.76,1833.54,57.62,0.03143
3803,Rice,Loamy,Kharif,Flood,101,57,68,6.33,33.34,70.93,1468.1,64.07,4.23,49668261.45,1466.74,4.74,0.00323
3804,Tomato,Red,Rabi,Sprinkler,67,60,80,5.75,18.48,54.95,298.31,36.51,86.99,324045808.13,638.03,29.49,0.04622
3805,Wheat,Clay,Rabi,Flood,112,50,66,6.35,21.96,68.68,116.34,58.38,2.13,7218840.06,558.45,4.27,0.00765
3806,Rice,Loamy,Kharif,Drip,102,41,63,6.39,27.34,83.51,1571.49,86.26,5.04,71127191.16,1628.83,3.67,0.00225
3807,Tomato,Red,Rabi,Sprinkler,52,75,81,6.66,24.22,58.93,243.56,39.86,4.44,39260165.22,574.88,37.26,0.06481
3808,Maize,Loamy,Rabi,Sprinkler,85,45,47,6.36,30.83,78.26,567.03,47.97,9.94,140350842.43,756.07,4.06,0.00537
3809,Maize,Red,Kharif,Sprinkler,84,46,62,6.02,29.23,60.25,743.61,52.53,741.51,10761431423.94,678.83,5.03,0.00741
3810,Millet,Sandy,Zaid,Rainfed,65,17,36,7.17,31.44,51.76,430.86,26.75,7.28,67009297.7,411.91,1.6,0.00388
3811,Sugarcane,Loamy,Zaid,Drip,142,43,104,6.66,30.7,82.1,1158.8,72.52,84.38,519282364.47,2236.97,117.77,0.05265
3812,Cotton,Black,Kharif,Furrow,111,63,78,7.16,25.66,58.56,663.68,45.53,547.72,5746767256.1,843.76,2.21,0.00262
3813,Maize,Black,Rabi,Rainfed,70,43,59,6.27,22.85,66.05,380.55,48.34,4.78,54546281.24,630.06,4.92,0.00781
3814,Tomato,Laterite,Rabi,Sprinkler,102,65,66,5.92,28.03,57.88,523.74,54.1,5.55,48428347.35,497.15,54.02,0.10866
3815,Wheat,Clay,Rabi,Sprinkler,83,41,45,6.52,22.27,51.53,166.07,59.17,9.27,66797142.85,637.6,2.97,0.00466
3816,Millet,Loamy,Zaid,Rainfed,61,36,56,6.35,34.28,40.17,298.55,22.25,6.17,42682150.56,338.51,1.63,0.00482
3817,Sugarcane,Black,Kharif,Drip,136,64,96,6.26,25.28,71.79,1205.92,65.7,6.33,53059759.2,1498.57,102.31,0.06827
3818,Cotton,Alluvial,Kharif,Furrow,85,59,67,7.3,34.01,56.0,912.68,42.81,4.54,35990991.11,809.2,1.74,0.00215
3819,Groundnut,Red,Rabi,Drip,47,37,30,6.32,25.77,50.34,567.97,39.39,55.32,507082140.06,541.66,2.17,0.00401
3820,Tomato,Loamy,Zaid,Drip,85,47,53,6.87,18.74,60.35,266.58,36.82,5.68,62752545.28,598.73,59.54,0.09944
3821,Cotton,Black,Kharif,Furrow,89,45,40,7.67,27.64,68.14,503.18,48.37,6.81,90569311.34,983.45,2.97,0.00302
3822,Rice,Loamy,Kharif,Flood,129,45,65,6.4,31.6,75.53,1557.25,75.09,8.27,36450513.31,1722.2,4.11,0.00239
3823,Maize,Loamy,Kharif,Rainfed,116,46,58,6.07,28.91,70.25,422.19,49.23,995.27,7619281519.21,712.9,3.76,0.00527
3824,Cotton,Loamy,Kharif,Sprinkler,61,49,51,7.28,34.5,50.0,685.31,52.28,6.07,43783151.33,807.37,3.39,0.0042
3825,Wheat,Loamy,Rabi,Flood,89,47,36,7.25,12.69,47.52,242.49,53.25,4.98,47328280.68,615.73,4.5,0.00731
3826,Wheat,Loamy,Rabi,Drip,95,35,56,6.04,18.82,56.88,111.56,36.96,8.56,85187599.58,620.35,5.89,0.00949
3827,Millet,Red,Zaid,Drip,59,37,51,6.7,25.94,37.61,317.5,22.81,4.3,19238751.84,345.09,2.04,0.00591
3828,Tomato,Alluvial,Zaid,Drip,79,66,45,5.78,18.28,65.19,528.91,59.32,481.07,5884361094.17,584.72,35.34,0.06044
3829,Cotton,Alluvial,Kharif,Drip,72,43,73,6.17,21.81,53.02,502.43,38.81,29.23,434028195.23,998.91,2.05,0.00205
3830,Millet,Red,Kharif,Sprinkler,55,50,53,5.62,26.22,47.95,426.54,22.46,98.48,376740019.96,408.46,1.61,0.00394
3831,Cotton,Black,Kharif,Drip,64,52,44,7.7,30.03,73.27,709.42,47.3,7.95,98354592.12,937.58,3.5,0.00373
3832,Cotton,Black,Kharif,Sprinkler,50,62,42,7.24,27.25,48.52,532.4,63.3,6.47,27090916.2,795.42,2.09,0.00263
3833,Sugarcane,Alluvial,Kharif,Furrow,109,51,109,6.04,29.66,90.62,723.32,76.61,8.18,25141423.69,1875.7,69.63,0.03712
3834,Maize,Alluvial,Kharif,Sprinkler,81,59,49,7.14,29.28,55.13,333.41,53.88,6.78,100710003.32,627.42,4.62,0.00736
3835,Wheat,Clay,Rabi,Drip,103,51,46,7.03,24.75,44.61,137.19,50.91,2.47,25401915.46,659.49,2.67,0.00405
3836,Rice,Clay,Kharif,Drip,117,70,54,5.88,26.39,89.2,664.92,68.54,1.35,12920030.09,1673.73,3.67,0.00219
3837,Maize,Red,Rabi,Drip,79,35,30,6.85,24.29,55.84,751.77,60.89,410.01,1059208465.91,560.75,3.32,0.00592
3838,Cotton,Loamy,Kharif,Furrow,59,60,50,5.9,22.49,65.9,692.44,58.23,26.34,261866479.34,868.09,3.26,0.00376
3839,Tomato,Alluvial,Kharif,Drip,63,43,47,6.4,23.73,58.73,210.41,59.17,5.06,54550088.1,495.99,42.53,0.08575
3840,Wheat,Clay,Rabi,Flood,91,51,33,6.65,18.75,65.85,86.32,40.16,3.98,28503690.08,606.87,3.68,0.00606
3841,Groundnut,Sandy,Rabi,Sprinkler,69,33,62,6.13,29.49,65.96,649.19,33.33,641.57,9395306472.14,440.65,2.32,0.00526
3842,Cotton,Black,Kharif,Furrow,55,45,73,7.59,28.41,74.22,759.51,40.42,2.98,43819624.7,1004.6,3.61,0.00359
3843,Sugarcane,Alluvial,Kharif,Furrow,154,49,93,7.07,28.25,78.38,1107.75,69.67,8.52,62922156.42,2394.88,117.27,0.04897
3844,Tomato,Alluvial,Zaid,Furrow,97,60,83,6.84,22.08,74.38,258.05,64.31,0.51,2180708.99,409.95,48.79,0.11901
3845,Cotton,Alluvial,Kharif,Drip,105,36,53,7.65,28.56,70.57,792.54,62.6,34.74,422249256.66,970.84,1.9,0.00196
3846,Cotton,Alluvial,Kharif,Drip,107,27,70,7.95,29.46,50.12,710.59,35.63,3.48,39065689.9,986.99,3.74,0.00379
3847,Sugarcane,Loamy,Zaid,Furrow,110,59,90,6.2,31.22,68.86,1292.41,73.69,9.04,81888350.15,2398.67,80.34,0.03349
3848,Cotton,Loamy,Kharif,Drip,75,31,50,7.68,26.9,45.13,961.62,52.79,3.89,55392181.63,1002.67,1.52,0.00152
3849,Sugarcane,Loamy,Zaid,Furrow,115,47,65,6.76,33.09,69.76,1541.48,67.69,8.47,104018549.4,2318.46,71.49,0.03084
3850,Cotton,Black,Kharif,Furrow,116,54,72,7.22,33.45,64.51,909.06,64.73,8.99,41989656.64,741.99,1.87,0.00252
3851,Maize,Red,Kharif,Rainfed,110,61,57,7.08,25.69,70.03,351.98,69.37,1.6,21915855.64,761.59,6.5,0.00853
3852,Millet,Loamy,Zaid,Sprinkler,60,17,36,6.25,30.47,61.93,188.61,36.21,7.99,72656332.74,327.36,2.89,0.00883
3853,Wheat,Alluvial,Rabi,Flood,64,35,49,7.37,11.53,41.81,67.5,52.06,7.34,73411600.33,551.46,4.77,0.00865
3854,Millet,Loamy,Kharif,Drip,56,31,58,6.55,29.42,39.14,369.09,35.55,8.7,101192370.82,316.36,2.41,0.00762
3855,Groundnut,Sandy,Rabi,Drip,30,51,54,5.89,22.62,59.08,692.14,56.82,2.5,36816070.5,563.47,1.96,0.00348
3856,Rice,Clay,Kharif,Flood,95,56,63,6.32,33.0,86.48,1253.33,74.62,8.24,51460986.54,1631.42,4.89,0.003
3857,Millet,Sandy,Kharif,Sprinkler,58,19,23,5.77,34.54,39.0,438.93,28.46,30.15,321637632.78,471.17,1.35,0.00287
3858,Groundnut,Laterite,Rabi,Drip,69,59,43,5.89,30.98,58.13,602.93,31.02,9.82,121947375.87,626.2,2.44,0.0039
3859,Millet,Sandy,Kharif,Rainfed,53,39,29,6.54,29.19,44.88,151.29,40.27,6.66,45157224.62,256.22,1.89,0.00738
3860,Tomato,Red,Rabi,Drip,58,75,81,6.31,23.48,53.97,405.64,43.02,0.76,8916540.35,434.3,45.24,0.10417
3861,Groundnut,Laterite,Kharif,Drip,28,30,49,5.81,28.85,70.37,465.08,43.89,3.1,18350261.34,629.78,2.75,0.00437
3862,Millet,Red,Zaid,Sprinkler,62,23,49,6.41,31.47,48.9,294.57,40.07,8.15,108621847.12,293.74,1.84,0.00626
3863,Wheat,Loamy,Rabi,Drip,84,33,51,6.02,21.21,51.91,239.06,40.96,3.38,25260284.43,666.22,4.28,0.00642
3864,Cotton,Loamy,Kharif,Furrow,59,41,73,5.92,25.34,73.45,915.72,61.41,9.01,125685329.14,824.39,2.3,0.00279
3865,Cotton,Loamy,Kharif,Furrow,105,49,53,5.84,23.79,72.84,799.05,36.4,740.79,4583420820.51,719.96,3.41,0.00474
3866,Tomato,Loamy,Kharif,Furrow,88,37,88,5.75,26.6,61.45,566.38,59.09,4.85,71218836.1,592.61,43.18,0.07286
3867,Tomato,Laterite,Rabi,Sprinkler,69,61,71,6.5,20.27,63.63,350.95,47.63,0.45,1342119.51,504.13,60.43,0.11987
3868,Cotton,Loamy,Kharif,Furrow,117,49,35,6.01,22.73,64.96,516.1,38.48,5.06,27518725.24,674.3,2.84,0.00421
3869,Sugarcane,Loamy,Kharif,Drip,98,74,53,6.39,28.63,83.97,1224.09,68.54,68.65,423925013.58,2349.47,82.35,0.03505
3870,Maize,Black,Kharif,Furrow,88,63,36,6.0,30.91,75.73,574.45,59.82,6.76,67960651.35,707.67,6.66,0.00941
